itemid,code,type,category,label,description
60723,496 ,HFCA_DRG,NA,NA,LOCAL EXCISION & REMOVAL INT FIX DEVICES
60724,497 ,HFCA_DRG,NA,NA,SPINAL FUSION W CC                      
60725,498 ,HFCA_DRG,NA,NA,SPINAL FUSION W/O CC                    
60726,499 ,HFCA_DRG,NA,NA,BACK & NECK PROCS EXCEPT SPINAL FUSION W
60727,500 ,HFCA_DRG,NA,NA,BACK & NECK PROCS EXCEPT SPINAL FUSION W
60728,500 ,HFCA_DRG,NA,NA,SOFT TISSUE PROCEDURES W MCC            
60729,501 ,HFCA_DRG,NA,NA,KNEE PROC W PDX OF INFECTION W CC       
60730,501 ,HFCA_DRG,NA,NA,SOFT TISSUE PROCEDURES W CC             
60731,502 ,HFCA_DRG,NA,NA,SOFT TISSUE PROCEDURES W/O CC/MCC       
60732,503 ,HFCA_DRG,NA,NA,FOOT PROCEDURES W MCC                   
60733,503 ,HFCA_DRG,NA,NA,KNEE PROCEDURES W/O PDX OF INFECTION    
60734,505 ,HFCA_DRG,NA,NA,FOOT PROCEDURES W/O CC/MCC              
60735,510 ,HFCA_DRG,NA,NA,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR"
60736,511 ,HFCA_DRG,NA,NA,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR"
60737,512 ,HFCA_DRG,NA,NA,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR"
60738,512 ,HFCA_DRG,NA,NA,SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT 
60739,513 ,HFCA_DRG,NA,NA,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB O"
60740,513 ,HFCA_DRG,NA,NA,PANCREAS TRANSPLANT                     
60741,514 ,HFCA_DRG,NA,NA,CARDIAC DEFIBRILLATOR IMPLANT W CARDIAC 
60742,515 ,HFCA_DRG,NA,NA,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIA
60743,515 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELET SYS & CONN TISS O.R.
60744,516 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELET SYS & CONN TISS O.R.
60745,516 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASC PROC W AMI      
60746,517 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELET SYS & CONN TISS O.R.
60747,517 ,HFCA_DRG,NA,NA,PERC CARDIO PROC W CORONARY ARTERY STENT
60748,518 ,HFCA_DRG,NA,NA,PERC CARDIO PROC W/O CORONARY ARTERY STE
60749,519 ,HFCA_DRG,NA,NA,CERVICAL SPINAL FUSION W CC             
60750,520 ,HFCA_DRG,NA,NA,CERVICAL SPINAL FUSION W/O CC           
60751,521 ,HFCA_DRG,NA,NA,ALCOHOL/DRUG ABUSE OR DEPENDENCE W CC   
60752,522 ,HFCA_DRG,NA,NA,ALC/DRUG ABUSE OR DEPEND W REHABILITATIO
60753,523 ,HFCA_DRG,NA,NA,ALC/DRUG ABUSE OR DEPEND W/O REHABILITAT
60754,524 ,HFCA_DRG,NA,NA,TRANSIENT ISCHEMIA                      
60755,525 ,HFCA_DRG,NA,NA,HEART ASSIST SYSTEM IMPLANT             
60756,526 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG 
60757,527 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG 
60758,528 ,HFCA_DRG,NA,NA,INTRACRANIAL VASCULAR PROC W PDX HEMORRH
60759,529 ,HFCA_DRG,NA,NA,VENTRICULAR SHUNT PROCEDURES W CC       
60760,530 ,HFCA_DRG,NA,NA,VENTRICULAR SHUNT PROCEDURES W/O CC     
60761,531 ,HFCA_DRG,NA,NA,SPINAL PROCEDURES W CC                  
60762,532 ,HFCA_DRG,NA,NA,SPINAL PROCEDURES W/O CC                
60763,533 ,HFCA_DRG,NA,NA,EXTRACRANIAL PROCEDURES W CC            
60764,534 ,HFCA_DRG,NA,NA,EXTRACRANIAL PROCEDURES W/O CC          
60765,534 ,HFCA_DRG,NA,NA,FRACTURES OF FEMUR W/O MCC              
60766,535 ,HFCA_DRG,NA,NA,CARDIAC DEFIB IMPLANT W CARDIAC CATH W A
60767,535 ,HFCA_DRG,NA,NA,FRACTURES OF HIP & PELVIS W MCC         
60768,536 ,HFCA_DRG,NA,NA,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O
60769,536 ,HFCA_DRG,NA,NA,FRACTURES OF HIP & PELVIS W/O MCC       
60770,537 ,HFCA_DRG,NA,NA,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEP
60771,538 ,HFCA_DRG,NA,NA,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEP
60772,539 ,HFCA_DRG,NA,NA,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE
60773,539 ,HFCA_DRG,NA,NA,OSTEOMYELITIS W MCC                     
60774,540 ,HFCA_DRG,NA,NA,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE
60775,541 ,HFCA_DRG,NA,NA,ECMO OR TRACH W MV 96+HRS OR PDX EXC FAC
60776,541 ,HFCA_DRG,NA,NA,"TRACH W MV 96+ HRS OR PDX EXC FACE, MOUT"
60777,542 ,HFCA_DRG,NA,NA,PATHOLOGICAL FRACTURES & MUSCULOSKELET &
60778,542 ,HFCA_DRG,NA,NA,"TRACH W MV 96+ HRS OR PDX EXC FACE, MOUT"
60779,543 ,HFCA_DRG,NA,NA,CRANIOTOMY W/ IMPLANT OF CHEMO AGENT OR 
60780,543 ,HFCA_DRG,NA,NA,PATHOLOGICAL FRACTURES & MUSCULOSKELET &
60781,544 ,HFCA_DRG,NA,NA,MAJ JOINT REPLACEMENT OR REATTACHMENT LO
60782,545 ,HFCA_DRG,NA,NA,CONNECTIVE TISSUE DISORDERS W MCC       
60783,545 ,HFCA_DRG,NA,NA,REVISION OF KNEE OR HIP REPLACEMENT     
60784,546 ,HFCA_DRG,NA,NA,CONNECTIVE TISSUE DISORDERS W CC        
60785,546 ,HFCA_DRG,NA,NA,SPINAL FUSION EXC CERV W/ CURVATURE OF S
60786,547 ,HFCA_DRG,NA,NA,CONNECTIVE TISSUE DISORDERS W/O CC/MCC  
60787,547 ,HFCA_DRG,NA,NA,CORONARY BYPASS W/ CARDIAC CATH W MAJ CV
60788,548 ,HFCA_DRG,NA,NA,CORONARY BYPASS W/ CARDIAC CATH W/O MAJ 
60789,549 ,HFCA_DRG,NA,NA,CORONARY BYPASS W/OUT CARDIAC CATH W/ MA
60790,549 ,HFCA_DRG,NA,NA,SEPTIC ARTHRITIS W CC                   
60791,550 ,HFCA_DRG,NA,NA,CORONARY BYPASS W/OUT CARDIAC CATH W/O M
60792,551 ,HFCA_DRG,NA,NA,MEDICAL BACK PROBLEMS W MCC             
60793,551 ,HFCA_DRG,NA,NA,PERMANENT CARDIAC PACEMAKER IMPLANT W/ M
60794,552 ,HFCA_DRG,NA,NA,MEDICAL BACK PROBLEMS W/O MCC           
101216,7699 ,PROCEDURE,NA,NA,FACIAL BONE/JNT OP NEC   
101217,7702 ,PROCEDURE,NA,NA,HUMERUS SEQUESTRECTOMY   
101218,7709 ,PROCEDURE,NA,NA,SEQUESTRECTOMY NEC       
101219,7711 ,PROCEDURE,NA,NA,OTHER CHEST CAGE INCIS   
101220,7713 ,PROCEDURE,NA,NA,OTHER RADIUS/ULNA INCIS  
101221,7719 ,PROCEDURE,NA,NA,BONE INCIS W/O DIV NEC   
101222,7731 ,PROCEDURE,NA,NA,CHEST CAGE BONE DIV NEC  
101223,7733 ,PROCEDURE,NA,NA,RADIUS/ULNA DIVISION NEC 
101224,7735 ,PROCEDURE,NA,NA,FEMORAL DIVISION NEC     
101225,7739 ,PROCEDURE,NA,NA,BONE DIVISION NEC        
101226,7742 ,PROCEDURE,NA,NA,HUMERUS BIOPSY           
101227,7745 ,PROCEDURE,NA,NA,FEMORAL BIOPSY           
101228,7747 ,PROCEDURE,NA,NA,TIBIA & FIBULA BIOPSY    
101229,7748 ,PROCEDURE,NA,NA,METATARSAL/TARSAL BIOPSY 
101230,7749 ,PROCEDURE,NA,NA,BONE BIOPSY NEC          
101231,7758 ,PROCEDURE,NA,NA,"OTH EXC, FUS AND REP OF  "
101232,7759 ,PROCEDURE,NA,NA,BUNIONECTOMY NEC         
101233,7761 ,PROCEDURE,NA,NA,EXC CHEST CAGE BONE LES  
101234,7762 ,PROCEDURE,NA,NA,LOC EXC BONE LES HUMERUS 
101235,7763 ,PROCEDURE,NA,NA,LOC EXC LES RADIUS/ULNA  
101236,7764 ,PROCEDURE,NA,NA,LOC EXC LES METACAR/CAR  
101237,7765 ,PROCEDURE,NA,NA,LOC EXC BONE LES FEMUR   
101238,7766 ,PROCEDURE,NA,NA,LOC EXC BONE LES PATELLA 
101239,7767 ,PROCEDURE,NA,NA,LOC EXC LES TIBIA/FIBULA 
101240,7768 ,PROCEDURE,NA,NA,LOC EXC LES METATAR/TAR  
101241,7769 ,PROCEDURE,NA,NA,LOC EXC BONE LESION NEC  
101242,7770 ,PROCEDURE,NA,NA,EXCISE BONE FOR GRFT NOS 
101243,7771 ,PROCEDURE,NA,NA,EX CHEST CAGE BONE-GFT   
101244,7773 ,PROCEDURE,NA,NA,EXCIS RADIUS/ULNA-GRAFT  
101245,7775 ,PROCEDURE,NA,NA,EXCISE FEMUR FOR GRAFT   
101246,7777 ,PROCEDURE,NA,NA,EXCISE TIB/FIB FOR GRAFT 
101247,7778 ,PROCEDURE,NA,NA,EXCIS METATAR/TAR-GRAFT  
101248,7779 ,PROCEDURE,NA,NA,EXCISE BONE FOR GFT NEC  
101249,7781 ,PROCEDURE,NA,NA,OTH CHEST CAGE OSTECTOMY 
101250,7782 ,PROCEDURE,NA,NA,PARTIAL HUMERECTOMY NEC  
101251,7784 ,PROCEDURE,NA,NA,PART OSTECT-METACAR/CAR  
101252,7785 ,PROCEDURE,NA,NA,PART OSTECTOMY-FEMUR     
101253,7787 ,PROCEDURE,NA,NA,PART OSTECT-TIBIA/FIBULA 
101254,7788 ,PROCEDURE,NA,NA,PART OSTECT-METATAR/TAR  
101255,7789 ,PROCEDURE,NA,NA,PARTIAL OSTECTOMY NEC    
101256,7791 ,PROCEDURE,NA,NA,TOT CHEST CAGE OSTECTOMY 
101257,7799 ,PROCEDURE,NA,NA,TOTAL OSTECTOMY NEC      
101258,7802 ,PROCEDURE,NA,NA,BONE GRAFT TO HUMERUS    
101259,7803 ,PROCEDURE,NA,NA,BONE GRAFT-RADIUS/ULNA   
101260,7804 ,PROCEDURE,NA,NA,BONE GRFT TO METACAR/CAR 
101261,7805 ,PROCEDURE,NA,NA,BONE GRAFT TO FEMUR      
101262,7807 ,PROCEDURE,NA,NA,BONE GRAFT-TIBIA/FIBULA  
101263,7808 ,PROCEDURE,NA,NA,BONE GRAFT-METATAR/TAR   
101264,7809 ,PROCEDURE,NA,NA,BONE GRAFT NEC           
101265,7811 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101266,7812 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101267,7813 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101268,7814 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101269,7815 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101270,7816 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101271,7817 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101272,7818 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101273,7819 ,PROCEDURE,NA,NA,APPLIC EXTERNAL FIXATOR  
101274,7823 ,PROCEDURE,NA,NA,EPIPHYS STAPLE-RAD/ULNA  
101275,7829 ,PROCEDURE,NA,NA,EPIPHYSEAL STAPLING NEC  
101276,7833 ,PROCEDURE,NA,NA,RADIUS/ULNA LENGTH CHNGE 
101277,7837 ,PROCEDURE,NA,NA,TIBIA/FIBULA LNGTH CHNGE 
101278,7838 ,PROCEDURE,NA,NA,TARSAL LENGTH CHANGE     
101279,7841 ,PROCEDURE,NA,NA,OTHER CHEST CAGE REPAIR  
101280,7845 ,PROCEDURE,NA,NA,OTHER REPAIR-FEMUR       
101281,7847 ,PROCEDURE,NA,NA,OTH TIBIA/FIBULA REPAIR  
101282,7849 ,PROCEDURE,NA,NA,OTHER BONE REPAIR NEC    
101283,7851 ,PROCEDURE,NA,NA,INT FIXATION-CHEST CAGE  
101284,7852 ,PROCEDURE,NA,NA,INT FIXATION-HUMERUS     
101285,7853 ,PROCEDURE,NA,NA,INT FIXATION-RADIUS/ULNA 
101286,7854 ,PROCEDURE,NA,NA,INT FIXATION-METACAR/CAR 
101287,7855 ,PROCEDURE,NA,NA,INTERNAL FIXATION-FEMUR  
101288,7856 ,PROCEDURE,NA,NA,INTERNAL FIX-PATELLA     
101289,7857 ,PROCEDURE,NA,NA,INT FIXATION-TIBIA/FIBUL 
101290,7858 ,PROCEDURE,NA,NA,INT FIXATION-METATAR/TAR 
101291,7859 ,PROCEDURE,NA,NA,INT FIX-NO FX REDUCT NEC 
101292,7861 ,PROCEDURE,NA,NA,REMOV INT FIX-CHEST CAGE 
101293,7863 ,PROCEDURE,NA,NA,REMOV INT FIX-RADIUS/ULN 
101294,7864 ,PROCEDURE,NA,NA,REMOV INT FIX-METAC/CARP 
101295,7865 ,PROCEDURE,NA,NA,REMOVE INT FIX DEV-FEMUR 
101296,7866 ,PROCEDURE,NA,NA,REMOVE INT FIX-PATELLA   
101297,7867 ,PROCEDURE,NA,NA,REMOV INT FIX-TIB/FIBULA 
101298,7868 ,PROCEDURE,NA,NA,REMOV INT FIX-METAT/TAR  
101299,7869 ,PROCEDURE,NA,NA,REMOVE INT FIX DEVIC NEC 
101300,7872 ,PROCEDURE,NA,NA,OSTEOCLASIS-HUMERUS      
101301,7901 ,PROCEDURE,NA,NA,CLOSED FX REDUCT HUMERUS 
101302,7902 ,PROCEDURE,NA,NA,CL FX REDUC-RADIUS/ULNA  
101303,7903 ,PROCEDURE,NA,NA,CL FX REDUC-METACAR/CAR  
101304,7904 ,PROCEDURE,NA,NA,CL FX REDUC-FINGER       
101305,7905 ,PROCEDURE,NA,NA,CL FX REDUC-FEMUR        
101306,7906 ,PROCEDURE,NA,NA,CL FX REDUC-TIBIA/FIBULA 
101307,7907 ,PROCEDURE,NA,NA,CL FX REDUC-METATAR/TAR  
101308,7908 ,PROCEDURE,NA,NA,CL FX REDUC-TOE          
101309,7909 ,PROCEDURE,NA,NA,CLOSED FX REDUCTION NEC  
101310,7911 ,PROCEDURE,NA,NA,CLOS RED-INT FIX HUMERUS 
101311,7912 ,PROCEDURE,NA,NA,CL RED-INT FIX RAD/ULNA  
101312,7913 ,PROCEDURE,NA,NA,CL RED-INT FIX METAC/CAR 
101313,7914 ,PROCEDURE,NA,NA,CLOSE RED-INT FIX FINGER 
101314,7915 ,PROCEDURE,NA,NA,CLOSED RED-INT FIX FEMUR 
101315,7916 ,PROCEDURE,NA,NA,CL RED-INT FIX TIB/FIBU  
101316,7917 ,PROCEDURE,NA,NA,CL RED-INT FIX METAT/TAR 
101317,7918 ,PROCEDURE,NA,NA,CLOSE RED-INT FIX TOE FX 
101318,7919 ,PROCEDURE,NA,NA,CL FX REDUC-INT FIX NEC  
101319,7921 ,PROCEDURE,NA,NA,OPEN REDUC-HUMERUS FX    
101320,7922 ,PROCEDURE,NA,NA,OPEN REDUC-RADIUS/ULN FX 
60888,689 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT INFECTIONS W MCC 
60889,690 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT INFECTIONS W/O MC
60890,693 ,HFCA_DRG,NA,NA,URINARY STONES W/O ESW LITHOTRIPSY W MCC
60891,697 ,HFCA_DRG,NA,NA,URETHRAL STRICTURE                      
60892,698 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES W
60893,699 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES W
101321,7925 ,PROCEDURE,NA,NA,OPEN REDUCTION-FEMUR FX  
101322,7926 ,PROCEDURE,NA,NA,OPEN REDUC-TIBIA/FIB FX  
101323,7927 ,PROCEDURE,NA,NA,OPEN REDUC-METAT/TARS FX 
101324,7929 ,PROCEDURE,NA,NA,OPEN FX REDUCTION NEC    
101325,7931 ,PROCEDURE,NA,NA,OPEN RED-INT FIX HUMERUS 
101326,7932 ,PROCEDURE,NA,NA,OP RED-INT FIX RAD/ULNA  
101327,7933 ,PROCEDURE,NA,NA,OP RED-INT FIX METAC/CAR 
101328,7934 ,PROCEDURE,NA,NA,OPEN RED-INT FIX FINGER  
101329,7935 ,PROCEDURE,NA,NA,OPEN REDUC-INT FIX FEMUR 
101330,7936 ,PROCEDURE,NA,NA,OP RED-INT FIX TIB/FIBUL 
101331,7937 ,PROCEDURE,NA,NA,OP RED-INT FIX METAT/TAR 
101332,7938 ,PROCEDURE,NA,NA,OPEN REDUCT-INT FIX TOE  
101333,7939 ,PROCEDURE,NA,NA,OPN FX RED W INT FIX NEC 
101334,7946 ,PROCEDURE,NA,NA,CLS RED-TIBIA/FIB EPIPHY 
101335,7952 ,PROCEDURE,NA,NA,OP RED-RADIUS/ULN EPIPHY 
101336,7955 ,PROCEDURE,NA,NA,OPN RED-SEP EPIPHY-FEMUR 
101337,7956 ,PROCEDURE,NA,NA,OP RED-TIBIA/FIB EPIPHYS 
101338,7961 ,PROCEDURE,NA,NA,DEBRID OPEN FX-HUMERUS   
101339,7962 ,PROCEDURE,NA,NA,DEBRID OPN FX-RADIUS/ULN 
60795,552 ,HFCA_DRG,NA,NA,OTH PERMANENT CARDIAC PACEMAKER IMPLANT 
60796,553 ,HFCA_DRG,NA,NA,OTH VASCULAR PROC W/ CC W/ MAJ CV DX    
60797,554 ,HFCA_DRG,NA,NA,OTH VASCULAR PROC W/ CC W/O MAJ CV DX   
60798,555 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W/ MAJ 
60799,555 ,HFCA_DRG,NA,NA,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYST
60800,556 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W/ NON-
60801,556 ,HFCA_DRG,NA,NA,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYST
60802,557 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W/ DRUG
60803,557 ,HFCA_DRG,NA,NA,"TENDONITIS, MYOSITIS & BURSITIS W MCC   "
60804,558 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROC W/ DRUG
60805,558 ,HFCA_DRG,NA,NA,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC "
60806,559 ,HFCA_DRG,NA,NA,ACUTE ISCHEMIC STROKE W/ USE OF THROMBOL
60807,560 ,HFCA_DRG,NA,NA,BACTERIAL & TUBERCULOUS INFECTIONS OF NE
60808,561 ,HFCA_DRG,NA,NA,NON-BACTERIAL INFECTIONS OF NERVOUS SYST
60809,562 ,HFCA_DRG,NA,NA,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP,"
60810,562 ,HFCA_DRG,NA,NA,SEIZURE AGE > 17 W CC                   
60811,563 ,HFCA_DRG,NA,NA,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP,"
60812,563 ,HFCA_DRG,NA,NA,SEIZURE AGE > 17 W/O CC                 
60813,564 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELETAL SYS & CONNECTIVE T
60814,565 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELETAL SYS & CONNECTIVE T
60815,565 ,HFCA_DRG,NA,NA,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTIL
60816,566 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELETAL SYS & CONNECTIVE T
60817,566 ,HFCA_DRG,NA,NA,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTIL
60818,567 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROC AGE "
60819,568 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE"
60820,569 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W C
60821,570 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W C
60822,571 ,HFCA_DRG,NA,NA,MAJOR ESOPHAGEAL DISORDERS              
60823,572 ,HFCA_DRG,NA,NA,MAJOR GASTROINTESTINAL DISORDERS AND PER
60824,573 ,HFCA_DRG,NA,NA,MAJOR BLADDER PROCEDURES                
60825,573 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR 
60826,574 ,HFCA_DRG,NA,NA,MAJOR HEMATOLOGIC/IMMUNOLOGIC DIAG EXC S
60827,574 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR 
60828,575 ,HFCA_DRG,NA,NA,SEPTICEMIA W MV96+ HOURS  AGE  >17      
60829,576 ,HFCA_DRG,NA,NA,SEPTICEMIA W/O MV96+ HOURS AGE  >17     
60830,576 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID EXC FOR SKIN ULCE
60831,577 ,HFCA_DRG,NA,NA,CAROTID ARTERY STENT PROCEDURE          
60832,577 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID EXC FOR SKIN ULCE
60833,578 ,HFCA_DRG,NA,NA,INFECTIOUS & PARASITIC DISEASES W OR PRO
60834,579 ,HFCA_DRG,NA,NA,"OTHER SKIN, SUBCUT TISS & BREAST PROC W "
60835,579 ,HFCA_DRG,NA,NA,POSTOPERATIVE OR POST-TRAUMATIC INFECTIO
60836,580 ,HFCA_DRG,NA,NA,"OTHER SKIN, SUBCUT TISS & BREAST PROC W "
60837,581 ,HFCA_DRG,NA,NA,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/"
60838,584 ,HFCA_DRG,NA,NA,"BREAST BIOPSY, LOCAL EXCISION & OTHER BR"
60839,592 ,HFCA_DRG,NA,NA,SKIN ULCERS W MCC                       
60840,597 ,HFCA_DRG,NA,NA,MALIGNANT BREAST DISORDERS W MCC        
60841,601 ,HFCA_DRG,NA,NA,NON-MALIGNANT BREAST DISORDERS W/O CC/MC
60842,602 ,HFCA_DRG,NA,NA,CELLULITIS W MCC                        
60843,603 ,HFCA_DRG,NA,NA,CELLULITIS W/O MCC                      
60844,604 ,HFCA_DRG,NA,NA,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60845,605 ,HFCA_DRG,NA,NA,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60846,606 ,HFCA_DRG,NA,NA,MINOR SKIN DISORDERS W MCC              
60847,607 ,HFCA_DRG,NA,NA,MINOR SKIN DISORDERS W/O MCC            
60848,614 ,HFCA_DRG,NA,NA,ADRENAL & PITUITARY PROCEDURES W CC/MCC 
60849,615 ,HFCA_DRG,NA,NA,ADRENAL & PITUITARY PROCEDURES W/O CC/MC
60850,616 ,HFCA_DRG,NA,NA,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTR"
60851,619 ,HFCA_DRG,NA,NA,O.R. PROCEDURES FOR OBESITY W MCC       
60852,620 ,HFCA_DRG,NA,NA,O.R. PROCEDURES FOR OBESITY W CC        
60853,621 ,HFCA_DRG,NA,NA,O.R. PROCEDURES FOR OBESITY W/O CC/MCC  
60854,622 ,HFCA_DRG,NA,NA,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NU"
60855,623 ,HFCA_DRG,NA,NA,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NU"
60856,625 ,HFCA_DRG,NA,NA,"THYROID, PARATHYROID & THYROGLOSSAL PROC"
60857,626 ,HFCA_DRG,NA,NA,"THYROID, PARATHYROID & THYROGLOSSAL PROC"
60858,627 ,HFCA_DRG,NA,NA,"THYROID, PARATHYROID & THYROGLOSSAL PROC"
60859,628 ,HFCA_DRG,NA,NA,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60860,629 ,HFCA_DRG,NA,NA,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60861,637 ,HFCA_DRG,NA,NA,DIABETES W MCC                          
60862,638 ,HFCA_DRG,NA,NA,DIABETES W CC                           
60863,639 ,HFCA_DRG,NA,NA,DIABETES W/O CC/MCC                     
60864,640 ,HFCA_DRG,NA,NA,NUTRITIONAL & MISC METABOLIC DISORDERS W
60865,641 ,HFCA_DRG,NA,NA,NUTRITIONAL & MISC METABOLIC DISORDERS W
60866,642 ,HFCA_DRG,NA,NA,INBORN ERRORS OF METABOLISM             
60867,643 ,HFCA_DRG,NA,NA,ENDOCRINE DISORDERS W MCC               
60868,644 ,HFCA_DRG,NA,NA,ENDOCRINE DISORDERS W CC                
60869,645 ,HFCA_DRG,NA,NA,ENDOCRINE DISORDERS W/O CC/MCC          
60870,652 ,HFCA_DRG,NA,NA,KIDNEY TRANSPLANT                       
60871,653 ,HFCA_DRG,NA,NA,MAJOR BLADDER PROCEDURES W MCC          
60872,654 ,HFCA_DRG,NA,NA,MAJOR BLADDER PROCEDURES W CC           
60873,656 ,HFCA_DRG,NA,NA,KIDNEY & URETER PROCEDURES FOR NEOPLASM 
60874,657 ,HFCA_DRG,NA,NA,KIDNEY & URETER PROCEDURES FOR NEOPLASM 
60875,659 ,HFCA_DRG,NA,NA,KIDNEY & URETER PROCEDURES FOR NON-NEOPL
60876,660 ,HFCA_DRG,NA,NA,KIDNEY & URETER PROCEDURES FOR NON-NEOPL
60877,661 ,HFCA_DRG,NA,NA,KIDNEY & URETER PROCEDURES FOR NON-NEOPL
60878,662 ,HFCA_DRG,NA,NA,MINOR BLADDER PROCEDURES W MCC          
60879,668 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROCEDURES W MCC          
60880,671 ,HFCA_DRG,NA,NA,URETHRAL PROCEDURES W CC/MCC            
60881,673 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT PROCEDURES 
60882,674 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT PROCEDURES 
60883,675 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT PROCEDURES 
60884,682 ,HFCA_DRG,NA,NA,RENAL FAILURE W MCC                     
60885,683 ,HFCA_DRG,NA,NA,RENAL FAILURE W CC                      
60886,684 ,HFCA_DRG,NA,NA,RENAL FAILURE W/O CC/MCC                
60887,685 ,HFCA_DRG,NA,NA,ADMIT FOR RENAL DIALYSIS                
100887,5163 ,PROCEDURE,NA,NA,COMMON DUCT EXCIS NEC    
100888,5164 ,PROCEDURE,NA,NA,EXC LES BIL DUCT/SPH ODD 
100889,5169 ,PROCEDURE,NA,NA,BILE DUCT EXCISION NEC   
100890,5179 ,PROCEDURE,NA,NA,BILE DUCT REPAIR NEC     
100891,5183 ,PROCEDURE,NA,NA,PANCREAT SPHINCTEROPLAS  
100892,5184 ,PROCEDURE,NA,NA,DIL AMPULLA AND BIL DUCT 
100893,5185 ,PROCEDURE,NA,NA,ENDOS SPINCTEROTOMY/PAPI 
100894,5186 ,PROCEDURE,NA,NA,"INS NASOBIL DRAIN TUBE,  "
100895,5187 ,PROCEDURE,NA,NA,INS STENT IN BILE DUCT/E 
100896,5188 ,PROCEDURE,NA,NA,REMV STONES BIL TRACT/EN 
100897,5193 ,PROCEDURE,NA,NA,CLOS BILIARY FISTUL NEC  
100898,5194 ,PROCEDURE,NA,NA,REVIS BILE TRACT ANASTOM 
